genes,ExonLength,chr,chr_start,chr_end,WT_rep_1,WT_rep_2,WT_rep_3,WT_rep_4,KO_rep_1,KO_rep_2,KO_rep_3,KO_rep_4,DKO_rep_1,DKO_rep_2,DKO_rep_3
Pias1,3855,9,62880076,62980879,1187,1129,1136,1151,1394,1175,1440,823,1076,1552,1404
Pias2,5433,18,77065207,77155708,2747,2581,2760,2666,2493,2467,2614,1893,2296,3241,2997
Pias3,3918,3,96696383,96706070,533,649,587,595,839,716,1108,654,598,922,777
Pias4,4582,10,81153265,81167923,936,887,964,970,943,863,1061,870,864,1207,1091
Pibf1,3271,14,99099432,99254493,204,193,211,239,277,259,329,177,245,347,269
Picalm,4174,7,90130231,90209447,15870,13941,15227,14756,18419,16065,18095,13056,14379,16731,15054
Pick1,7770,15,79229172,79256674,949,964,954,1002,1124,932,1190,1089,827,1145,978
Pid1,7024,1,84036295,84364180,199,256,250,209,860,411,740,364,430,651,629
Pidd1,4528,7,141438112,141444025,169,147,151,163,176,126,184,183,142,210,167
Piezo1,9933,8,122481697,122551329,957,1122,963,1098,2320,1686,2930,1272,1164,1481,1170
Piezo2,14566,18,63010212,63387183,117,121,180,130,781,458,773,233,151,221,192
Pif1,4388,9,65587159,65595967,5,2,6,7,31,8,35,13,9,23,26
Piga,6379,X,164419792,164433916,670,645,641,595,477,711,509,418,508,682,588
Pigb,7371,9,73007418,73040378,259,226,260,224,240,174,282,121,172,259,260
Pigc,4002,1,161969185,162027106,14,6,20,13,21,14,19,4,13,21,19
Pigf,988,17,86997255,87025406,396,372,362,409,342,353,321,332,349,449,408
Pigg,4573,5,108312608,108349355,2422,2229,2406,2207,1071,1103,1083,795,1779,2303,1926
Pigh,2349,12,79080672,79089670,540,486,468,435,404,310,430,235,397,540,510
Pigk,9367,3,152714099,152980408,2585,2439,2787,2662,2588,2284,2633,1781,2430,3227,3069
Pigl,2268,11,62458459,62514417,302,332,375,333,373,423,427,346,297,413,358
Pigm,7569,1,172376530,172384099,751,680,806,769,896,870,1087,736,685,963,888
Pign,13595,1,105518421,105663677,431,369,397,378,405,321,593,162,296,461,399
Pigo,4283,4,43017634,43025819,1362,1245,1416,1374,1244,1081,1362,1122,1086,1540,1359
Pigp,1888,16,94358762,94371015,671,639,676,640,804,876,909,936,724,980,933
Pigq,5769,17,25926426,25944510,1380,1206,1346,1241,943,981,1061,583,990,1403,1395
Pigr,4025,1,130826683,130852249,3192,2730,3817,3491,3909,3405,7822,2337,25034,55264,80127
Pigs,2501,11,78328414,78342782,1870,1925,1818,1864,2557,1928,2525,1767,1617,2230,2238
Pigt,3856,2,164497519,164508301,3429,3434,3597,3322,5512,4956,6455,4371,3383,4570,4905
Pigu,9326,2,155278242,155357430,1071,1065,1170,1070,1493,1192,1491,1136,1009,1324,1361
Pigv,4180,4,133660386,133672647,901,823,883,833,744,749,805,619,831,1119,924
Pigw,2733,11,84876314,84880285,220,180,178,196,233,250,304,171,197,237,207
Pigx,2394,16,32084417,32099738,538,661,647,581,718,752,874,717,597,736,734
Pigyl,777,9,22156845,22158358,617,630,712,552,766,694,750,749,646,780,739
Pigz,2541,16,31933850,31946046,75,59,74,52,179,107,156,110,95,184,191
Pih1d1,2024,7,45154302,45160069,1219,1176,1233,1165,1594,1183,1362,1296,1121,1479,1493
Pih1d2,2813,9,50617320,50625000,85,94,122,127,127,91,112,92,93,138,119
Pik3ap1,2615,19,41274217,41385070,102,118,131,95,1171,347,1076,325,557,1588,804
Pik3c2a,8042,7,116337275,116443458,4701,4544,4392,4083,3812,3657,5054,2727,3611,4588,3728
Pik3c2b,9237,1,133045666,133108687,180,421,187,169,263,169,325,198,193,317,215
Pik3c2g,13109,6,139587220,139969284,365,261,325,296,118,148,98,144,200,280,192
Pik3c3,4466,18,30272746,30348126,1314,1301,1272,1131,1674,1236,1567,1124,1243,1675,1560
Pik3ca,9068,3,32397670,32468486,3554,3643,3695,3724,3544,2934,3157,2173,3331,4276,3947
Pik3cb,7193,9,99036653,99140621,1794,1502,1684,1578,1189,1179,1367,871,1397,1932,1591
Pik3cd,6259,4,149649167,149702571,168,173,229,180,1185,423,1205,484,530,1231,1204
Pik3cg,6786,12,32173472,32208659,74,78,126,74,891,280,766,182,229,550,430
Pik3ip1,4272,11,3330400,3342971,277,318,380,304,921,630,986,648,382,538,791
Pik3r1,10079,13,101680562,101768217,3422,3370,3965,3241,5559,4172,6616,2850,4030,5600,4697
Pik3r2,4176,8,70768175,70776713,1707,1809,1754,1654,2386,1990,2680,1994,1580,2271,1981
Pik3r3,5300,4,116221617,116303056,1305,1671,1189,1170,1935,1378,2246,1353,1241,1703,1476
Pik3r4,9660,9,105642977,105687657,1194,1293,1323,1411,1427,1173,1460,1030,1086,1623,1299
Pik3r5,5550,11,68432120,68497849,64,83,63,58,926,408,786,405,338,1079,539
Pik3r6,3622,11,68503018,68552698,93,77,97,112,175,123,188,104,90,216,169
Pikfyve,18504,1,65186682,65278695,1948,1665,1784,1743,1601,1324,1721,1212,1462,1987,1640
Pilra,3077,5,137821951,137836268,38,31,45,17,452,159,319,258,197,535,344
Pilrb1,1020,5,137852146,137858049,6,10,10,9,58,16,45,42,34,106,60
Pilrb2,1807,5,137865828,137871758,12,6,16,7,84,24,65,52,52,94,54
Pim1,2638,17,29490811,29496111,248,508,225,195,1015,672,920,397,460,657,683
Pim2,2795,X,7878261,7883432,210,207,177,157,197,227,231,187,185,279,240
Pim3,2419,15,88862185,88865718,4749,5811,4825,3565,3252,9523,4385,7333,4681,6412,3924
Pin1,3808,9,20652129,20666584,1414,1274,1353,1236,1633,1387,1505,1103,1172,1525,1627
Pin4,651,X,102119446,102127669,65,58,76,62,82,67,72,58,53,69,76
Pink1,2673,4,138313408,138326307,11567,10435,12566,11101,9656,13904,9433,9559,10475,13773,14034
Pinx1,1351,14,63860311,63919859,170,168,153,189,498,253,415,262,161,216,245
Pip4k2a,3477,2,18842254,18998126,488,566,584,540,1839,851,1672,624,844,1790,1361
Pip4k2b,5204,11,97715156,97744704,1009,1149,1035,1001,1857,1171,1994,1002,1105,1735,1469
Pip4k2c,3374,10,127197066,127211622,2208,2040,2177,2193,1909,1752,2157,878,1581,2277,2141
Pip5k1a,4383,3,95058529,95106930,845,857,858,792,1306,1079,1581,770,836,1241,1092
Pip5k1b,4035,19,24294793,24555872,467,343,392,319,261,316,282,208,240,345,376
Pip5k1c,5730,10,81292962,81319973,4093,4111,4510,4275,5246,4985,6350,3713,3653,5580,5012
Pipox,2470,11,77880614,77894096,12007,9327,12009,9724,7131,13486,7138,10709,9616,13840,13143
Pir,5553,X,164269370,164373011,50,44,56,41,159,203,204,214,69,98,69
Pira2,3217,7,3837056,3845051,12,4,13,4,63,30,59,72,42,65,58
Pirb,4471,7,3711408,3720391,90,62,74,74,1011,426,843,514,330,946,762
Pisd,3814,5,32736300,32785646,937,910,984,1023,1443,1096,1458,1210,1026,1346,1296
Pisd-ps1,1757,11,3125903,3131004,653,745,855,915,1370,967,1587,1485,769,1393,1099
Pisd-ps2,2108,17,3076577,3084183,261,286,352,327,517,352,639,486,278,510,405
Pithd1,2477,4,135975459,135987264,995,1004,1019,951,1053,1345,1303,963,855,1241,1189
Pitpna,4129,11,75588096,75628804,3927,3731,4182,4020,6158,4806,6314,4460,3724,4941,4668
Pitpnb,2761,5,111330762,111388359,3216,2941,3040,3015,3766,3606,4040,3181,2624,3621,3579
Pitpnc1,6612,11,107207891,107470699,2580,2487,3091,2859,2085,2346,2194,1605,2105,3108,2778
Pitpnm1,6889,19,4099997,4113965,695,751,742,653,1894,1244,2186,1434,892,1799,1701
Pitpnm2,12843,5,124118689,124249760,899,920,1008,933,1652,1220,1943,1037,969,1234,983
Pitpnm3,9815,11,72047527,72135778,327,392,341,342,640,651,1073,457,333,609,470
Pitrm1,3524,13,6548156,6580139,3734,3285,3826,3521,2684,2616,2614,1674,2797,4079,3734
Pitx2,3679,3,129199877,129219591,211,230,254,201,107,155,71,86,203,257,232
Piwil2,4913,14,70372479,70429094,1,10,5,2,28,17,38,7,8,21,23
Piwil4,5385,9,14696229,14740733,2,11,5,2,4,4,10,4,11,18,8
Pja1,3324,X,99465733,99471273,2946,2667,3018,2796,3285,2605,3132,2206,2530,3323,2978
Pja2,4740,17,64281004,64331916,4091,3835,3920,3810,3927,3842,4217,2151,3444,4961,4203
Pkd1,14170,17,24549949,24596514,2107,2108,2139,2097,3073,2398,3665,1719,1902,3322,2248
Pkd1l1,7640,11,8826707,8973266,12,19,23,6,10,5,27,18,5,28,28
Pkd1l2,8301,8,116995678,117082449,2,3,6,6,15,9,11,8,8,12,7
Pkd1l3,6673,8,109614516,109672592,7,17,8,10,10,13,9,6,6,13,16
Pkd2,10169,5,104459449,104505819,12716,11906,12137,12008,9597,7469,9207,5086,9296,12577,11929
Pkd2l2,2666,18,34409422,34442789,107,101,118,102,156,129,193,106,108,154,117
Pkdcc,2712,17,83215291,83225070,655,614,722,737,1127,1012,1589,1000,830,1286,886
Pkdrej,7058,15,85814675,85821733,18,18,16,21,22,16,28,22,9,10,12
Pkhd1,14310,1,20057778,20618064,8718,7477,9136,8707,9066,5834,9620,4286,7500,10992,8590
Pkhd1l1,12754,15,44457552,44597143,6,14,63,20,4,4,9,3,6,8,1
Pkia,3683,3,7366603,7445366,1727,1513,1746,1661,1861,1488,1868,1078,1483,2026,1963
Pkib,11800,10,57631980,57741112,45,41,64,58,225,104,283,132,63,169,182
Pkig,3990,2,163658385,163726158,1439,1374,1548,1457,1977,1625,1931,1729,1372,1842,1854
Pklr,3236,3,89136141,89146784,2139,1578,1762,1723,1922,1741,1977,1281,1145,1516,1354
Pkm,2599,9,59656367,59679375,10614,11348,10656,8977,13348,11417,16755,9469,8361,13666,14964
Pkmyt1,2039,17,23726335,23736729,22,30,25,32,142,73,166,112,41,104,76
Pkn1,7386,8,83669761,83699179,2150,2141,2274,2074,2752,2312,3225,1536,2042,3002,2821
Pkn2,7420,3,142790901,142882004,3649,3664,3588,3445,3326,2968,3850,2382,3086,4062,3579
Pkn3,4255,2,30077683,30091022,106,83,97,107,337,242,279,346,210,206,147
Pknox1,6892,17,31564748,31607684,1250,1174,1151,1133,1360,1048,1325,926,1142,1617,1350
Pknox2,6942,9,36890981,37147322,161,190,240,144,565,364,571,196,277,448,371
Pkp1,5024,1,135871394,135919207,19,38,13,13,58,39,46,31,21,7,8
Pkp2,5360,16,16213317,16272712,1087,1032,1022,1144,1600,1489,1849,1175,1104,1223,1129
Pkp3,3616,7,141078217,141090510,716,801,777,716,1322,1047,1455,916,749,1047,1046
Pkp4,5707,2,59160849,59355208,16942,16160,17745,16728,14150,12670,12117,8535,14126,18717,17500
Pla1a,1972,16,38396118,38433145,814,1024,998,846,1755,1245,1682,621,912,1429,1839
Pla2g12a,1654,3,129878621,129895821,882,854,942,910,859,976,861,875,815,998,1067
Pla2g12b,1182,10,59403659,59421976,10,19,46,11,24,47,15,52,20,66,40
Pla2g15,2704,8,106150398,106164713,507,645,546,507,1859,859,1801,800,727,1407,1172
Pla2g16,6396,19,7557458,7588545,1426,1338,1646,1549,1685,1678,1623,1651,1967,3622,5944
Pla2g2c,3612,4,138724791,138746132,7,11,6,5,3,21,10,19,7,16,19
Pla2g2d,2243,4,138775734,138782046,18,15,27,8,33,8,37,9,22,19,99
Pla2g2e,917,4,138877941,138882817,0,0,0,1,9,9,14,16,1,1,0
Pla2g4a,6391,1,149829617,149961290,407,566,432,354,1337,707,1291,548,705,1018,936
Pla2g4c,3747,7,13324654,13360672,5,6,7,5,26,7,18,8,17,31,38
Pla2g5,2884,4,138799243,138863482,852,729,1005,998,519,782,468,500,726,1041,872
Pla2g6,4980,15,79286227,79328390,974,946,941,832,824,724,657,701,782,1109,915
Pla2g7,2905,17,43568097,43612201,784,927,1096,1016,3440,2527,3886,2638,1277,1784,2903
Pla2r1,9618,2,60417542,60553308,314,302,317,296,449,356,489,112,327,502,336
Plaa,6441,4,94567513,94603244,2387,2382,2526,2584,3054,2764,3378,2213,2370,3033,2900
Plac8,1592,5,100553724,100572245,370,456,462,369,2288,1178,2695,1037,1294,1665,1948
Plag1,8487,4,3900995,3938423,83,77,85,72,56,50,84,25,48,90,63
Plagl1,7289,10,13090690,13131694,470,483,545,487,756,859,977,612,507,608,514
Plagl2,5735,2,153227758,153241426,493,485,568,536,905,618,1051,605,566,1054,819
Plat,2531,8,22757743,22782847,2902,6550,2740,2909,6282,3472,4290,2160,2620,3099,2666
Plau,2343,14,20836661,20843388,23452,26271,26339,25125,20249,23402,28356,14005,22829,31388,37790
Plaur,1396,7,24462499,24475873,124,290,134,119,851,940,1302,677,283,371,265
Plbd1,2633,6,136612069,136661928,648,681,855,794,1681,487,1639,503,1078,2276,2596
Plbd2,6620,5,120483281,120503625,3246,3240,3316,3181,4210,3273,4220,3110,2552,3766,3786
Plcb1,8685,2,134786158,135475258,745,587,681,519,381,329,508,230,409,696,443
Plcb2,6597,2,118707516,118728438,53,56,77,52,281,76,282,110,119,294,313
Plcb3,4201,19,6953713,6969759,1570,1505,1609,1562,2570,1974,2778,1823,1472,2230,1746
Plcb4,8970,2,135659010,136014593,514,673,528,522,846,703,1131,571,654,732,665
Plcd1,2651,9,119071526,119093496,246,310,247,211,550,410,665,407,267,310,305
Plcd3,3393,11,103070303,103101658,260,284,265,239,275,262,446,333,193,320,269
Plcd4,5420,1,74542887,74567794,140,102,134,136,48,27,54,31,47,110,98
Plce1,15998,19,38481108,38785030,596,502,653,616,844,697,864,261,620,764,568
Plcg1,7857,2,160731299,160775760,521,534,580,534,742,790,902,478,457,727,637
Plcg2,4296,8,117498290,117635140,1104,1080,1182,1260,2038,1189,2264,1433,1061,1811,1522
Plch1,8637,3,63696233,63899472,130,148,199,136,289,232,495,195,162,221,219
Plch2,8112,4,154983114,155056784,50,60,28,23,85,55,100,109,51,37,29
Plcl1,6687,1,55405920,55754285,1419,1167,1246,1036,1081,905,930,672,947,1255,1030
Plcl2,4050,17,50509546,50688493,612,577,606,646,949,663,848,580,636,911,839
Plcxd1,3811,5,110099968,110105953,51,48,50,62,70,57,69,29,37,70,70
Plcxd2,7140,16,45959262,46010218,97,64,89,107,25,23,47,13,53,77,63
Plcxd3,5042,15,4375490,4575553,18,7,8,5,27,29,52,6,13,27,10
Pld1,8537,3,27938694,28133362,1117,852,1134,980,748,645,719,474,782,1202,1091
Pld2,6252,11,70540063,70558110,377,468,381,411,1142,708,1173,742,479,682,641
Pld3,2924,7,27531999,27553218,2523,2496,2588,2474,4689,3121,4771,3199,2398,3462,3598
Pld4,1978,12,112760654,112768986,244,262,296,269,2819,976,2532,1171,1045,3145,2686
Pld6,1757,11,59783896,59787645,38,36,44,42,15,27,25,24,24,53,29
Plec,18113,15,76170973,76232574,3172,3532,3101,3033,8548,6049,10345,6266,3400,4782,3567
Plek,4486,11,16971205,17052381,216,227,257,152,2135,908,2267,1187,1198,1978,1664
Plek2,1583,12,78888690,78906964,126,177,173,134,177,116,148,144,183,173,159
Plekha1,8527,7,130865755,130913312,693,730,691,582,586,519,668,309,491,655,488
Plekha2,5397,8,25039143,25102194,494,795,570,446,1198,720,1278,406,664,1242,1230
Plekha3,3126,2,76675280,76696828,1818,2025,1873,1718,1996,1688,2163,1413,1795,2240,2059
Plekha4,4187,7,45526329,45554229,73,83,98,85,282,198,289,114,118,188,135
Plekha5,5133,6,140424098,140594906,1014,991,1160,1006,1228,1100,1465,662,943,1501,1175
Plekha6,8829,1,133181320,133303435,7522,6570,7743,7786,4913,4733,4687,3326,5505,8090,7465
Plekha7,11618,7,116123492,116308376,3008,2735,3465,3042,2032,2682,2596,2031,2323,3704,3161
Plekha8,7005,6,54595110,54645839,985,1106,972,1044,1014,911,1157,896,905,1196,1038
Plekhb1,3554,7,100642891,100662414,1479,1288,1588,1210,1113,1042,821,1142,1085,1378,1323
Plekhb2,7987,1,34849975,34879580,13984,11557,13410,11794,9647,10837,9455,6186,10099,13152,13214
Plekhd1,3939,12,80692590,80724214,650,495,611,649,384,346,532,440,320,597,581
Plekhd1os,944,12,80686369,80692466,37,31,34,41,27,27,33,33,25,38,39
Plekhf1,1559,7,38220653,38227994,463,490,472,337,743,645,635,496,413,707,466
Plekhf2,3039,4,10988661,11007927,2876,2490,3037,2932,2618,2576,2873,1878,2596,3545,3203
Plekhg1,8739,10,3740363,3967303,655,668,661,626,1385,1190,1540,542,896,1390,1033
Plekhg2,6797,7,28359603,28372599,469,464,557,516,1561,1140,1824,950,658,1068,697
Plekhg3,4955,12,76533559,76579039,5655,5480,5537,5161,4002,4424,4168,3730,4403,6091,4639
Plekhg5,4945,4,152072497,152115400,1043,875,1211,1203,1233,1210,1256,1155,897,1322,1032
Plekhg6,3299,6,125362659,125380793,409,439,456,364,476,498,565,369,316,580,520
Plekhh1,6432,12,79029162,79081648,1036,889,1047,1005,832,547,938,458,703,940,906
Plekhh2,6886,17,84511894,84622142,306,307,347,278,693,538,677,220,320,430,349
Plekhh3,3582,11,101162678,101171351,364,477,497,391,657,541,916,583,457,614,481
Plekhj1,1259,10,80796099,80798626,551,543,599,540,931,608,811,808,623,784,729
Plekhm1,5968,11,103364274,103412687,2386,2033,2333,2399,2963,2040,2709,1795,2001,2744,2402
Plekhm2,5186,4,141625733,141664899,1681,2128,2265,2112,2811,2766,2706,1786,1869,2878,2610
Plekhm3,10921,1,64785982,64956824,503,473,522,406,853,530,875,360,449,948,766
Plekhn1,2210,4,156221455,156228542,46,48,28,37,114,62,135,103,46,112,107
Plekho1,2172,3,95988428,95996001,478,406,468,508,2199,1173,2176,1388,799,1341,1132
Plekho2,3271,9,65554385,65580040,321,390,412,344,2021,973,2091,931,1033,2397,1907
Plekhs1,2388,19,56461636,56486729,6,7,9,4,41,36,158,31,14,19,18
Plet1,1947,9,50494524,50505482,194,656,192,158,562,332,1214,194,352,273,240
Plet1os,1245,9,50488794,50507823,9,24,10,11,24,18,58,22,26,20,17
Plgrkt,3799,19,29348598,29367390,547,487,557,583,882,852,847,832,605,1029,928
Plin1,1916,7,79721163,79732776,26,21,53,134,113,10,1,114,218,0,2
Plin2,3512,4,86648385,86670060,2834,2351,2836,3027,6262,4898,7292,6124,3497,4352,4269
Plin3,2159,17,56278961,56290511,3003,2448,2735,2450,3462,2834,3666,2501,2091,2945,2991
Plin4,5777,17,56100590,56109803,101,81,143,286,495,320,391,430,242,91,79
Plin5,2087,17,56111600,56117596,107,98,146,184,119,233,186,190,170,181,133
Plk1,2203,7,122159436,122169875,16,25,23,21,203,52,148,101,47,87,71
Plk2,2802,13,110395043,110400844,341,418,362,333,1114,725,1109,685,542,668,494
Plk3,2531,4,117128654,117133963,221,292,434,109,708,2112,1339,1853,266,413,249
Plk4,5863,3,40800018,40816883,120,116,159,141,297,171,282,155,170,233,209
Plk5,2678,10,80356458,80365489,20,34,28,15,7,27,21,39,23,37,12
Pllp,1889,8,94674894,94696242,1628,1438,1627,1898,1517,2041,1848,2043,1720,1748,1892
Plod1,6765,4,147909752,147936767,1529,1540,1369,1496,2747,1786,2479,1400,1287,1923,1547
Plod2,4179,9,92542222,92608428,1501,1774,1714,1612,3903,2227,2960,1316,2377,2266,1952
Plod3,4519,5,136987018,136996648,1454,1714,1402,1446,3214,1788,2741,1790,1552,2050,1809
Plp1,5551,X,136822670,136839733,133,99,103,99,125,163,157,125,102,112,101
Plp2,1334,X,7667940,7671390,176,245,217,157,932,554,1089,561,257,271,273
Plrg1,2816,3,83055521,83072355,1470,1297,1416,1486,1668,1357,1703,1155,1285,1692,1529
Pls1,3890,9,95752641,95845311,3724,3089,3798,3118,2029,2166,1917,1761,2863,3620,3601
Pls3,4238,X,75785653,75875182,3566,4428,3394,3141,6940,5322,6535,3953,3910,4555,4167
Plscr1,2462,9,92249749,92272278,1694,1461,1725,1593,3746,2538,3674,2308,1883,2199,2147
Plscr2,3180,9,92275601,92297752,15511,13906,16541,14364,12076,12615,12656,10266,13992,18208,16983
Plscr3,3148,11,69846375,69852058,686,723,789,725,1963,1541,2279,1493,771,1134,1101
Plscr4,3590,9,92457372,92492456,781,611,865,669,684,767,704,565,595,815,594
Pltp,2562,2,164839517,164857711,362,375,391,360,2659,968,1782,890,969,1826,1242
Plvap,2015,8,71497753,71511769,3783,5171,4325,3701,6226,5748,6519,1669,4001,6230,4984
Plxdc1,4836,11,97923237,97986444,20,20,26,13,74,27,72,29,27,58,79
Plxdc2,6947,2,16356303,16755839,4247,3947,4277,3829,4331,3920,4143,2758,3420,4597,4627
Plxna1,9025,6,89316315,89362613,1290,1238,1275,1306,1524,1009,2515,564,1020,1586,1174
Plxna2,15093,1,194619828,194816869,1211,949,1104,1136,1183,1117,1392,858,903,1402,1034
Plxna3,7880,X,74329065,74344689,122,169,115,139,282,149,269,180,150,213,133
Plxna4,12877,6,32144267,32588192,271,219,368,308,503,415,452,259,291,412,270
Plxnb1,8952,9,109095435,109119911,2348,2285,2482,2646,3707,2664,4332,2801,2265,3267,2683
Plxnb2,7119,15,89155548,89171120,13717,16695,14587,14357,18139,13147,19551,11834,12286,17707,15246
Plxnb3,6493,X,73757089,73772514,14,16,16,14,46,29,41,15,19,70,36
Plxnc1,7836,10,94790865,94944578,72,120,110,60,426,131,460,101,227,455,390
Plxnd1,7192,6,115954810,115995005,1884,2166,2058,1977,4254,2676,4350,2334,2182,3456,2812
Pm20d1,7028,1,131797380,131821473,3775,3109,4206,3109,793,2291,1337,1750,2688,3657,3364
Pm20d2,1834,4,33174229,33189737,133,149,129,107,64,65,114,30,75,137,108
Pmaip1,2646,18,66458603,66465550,919,729,791,752,1606,1049,2129,1061,753,1224,731
Pmel,2130,10,128706257,128720238,13,18,16,25,25,27,33,19,18,27,30
Pmepa1,4913,2,173224457,173276533,1419,1338,1598,1628,5084,2936,5241,2240,1901,2384,2263
Pmf1,992,3,88394142,88410316,311,286,378,301,616,545,682,608,323,452,511
Pml,5571,9,58218075,58249786,1155,1094,1281,1206,2011,1325,1990,1094,1303,2041,1943
Pmm1,2776,15,81951107,81960930,834,840,844,777,1163,1181,1221,1148,754,1015,981
Pmm2,4519,16,8637673,8657531,1749,1461,1612,1694,1802,1664,1841,1715,1326,1710,1851
Pmp22,2354,11,63128981,63159547,653,706,759,658,1656,1404,2112,840,847,1032,904
Pmpca,4282,2,26389338,26397122,3579,3236,3739,3481,2733,2842,3036,1939,2773,3810,3615
Pmpcb,5141,5,21737140,21757152,8316,7431,8345,7478,4488,4525,3905,3680,6217,8140,7882
Pms1,6103,1,53189186,53297018,156,140,142,134,146,131,189,92,123,201,174
Pms2,8442,5,143909963,143937309,79,64,98,77,110,104,124,55,73,119,106
Pmvk,1514,3,89459117,89469013,765,692,756,597,838,948,968,720,591,926,833
Pnck,1971,X,73655993,73660117,15,29,19,22,56,31,47,63,37,46,23
Pnisr,10187,4,21847582,21876475,1995,1943,2205,2230,2268,2479,2985,2814,1550,2733,1795
Pnkd,4362,1,74284929,74353694,3769,3538,4407,3883,2891,3092,2597,3343,3470,4880,4347
Pnkp,3133,7,44857138,44862925,937,887,952,966,1179,983,1332,1038,866,1158,1093
Pnldc1,1689,17,12888901,12910000,6,6,2,9,11,8,8,13,6,13,10
Pnliprp1,1619,19,58728886,58744169,22,12,21,22,1,3,4,4,17,22,21
Pnma1,2359,12,84146130,84148489,51,41,41,42,31,19,36,32,30,61,36
Pnmal2,4147,7,16944681,16948828,342,356,325,315,350,245,290,203,302,404,331
Pnn,3469,12,59066918,59074017,1761,1558,1622,1946,1883,1662,2276,1864,1500,2121,1624
Pno1,1717,11,17203197,17211568,444,429,452,409,402,347,424,277,338,414,411
Pnp,3085,14,50944301,50965237,3025,2604,3240,2651,4023,3739,3871,2698,2956,4010,4548
Pnpla2,3020,7,141455197,141460743,3951,4015,4119,4381,4966,5066,5094,4498,3728,5084,6024
Pnpla3,4640,15,84167815,84189512,37,40,34,47,23,16,7,31,102,36,22
Pnpla6,4496,8,3515383,3544266,2579,2716,2855,2700,3078,2120,2622,2328,2307,3003,2548
Pnpla7,7496,2,24976032,25054057,861,792,991,989,993,749,998,649,703,1178,1191
Pnpla8,3947,12,44221369,44312343,5239,4886,5193,4999,4172,4567,4431,3043,4482,5876,5180
